Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
970,41306,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,10,110,54,427,75,49,-4,137,78
719,41306,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,50,70,40,120,60,329,80,19,49,149,47
970,41306,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,50,60,10,110,59,331,73,22,27,141,55
970,41306,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,50,60,30,110,62,958,74,19,50,145,40
970,41306,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,50,30,80,44,618,56,14,45,107,26
303,41306,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,80,140,110,220,77,449,112,21,119,201,32
970,41306,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,80,140,90,220,75,549,114,24,88,201,55
720,41306,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,100,150,120,250,99,766,144,27,156,259,39
303,41306,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,80,110,80,190,83,613,107,27,101,202,39
303,41306,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,100,140,110,240,95,809,137,26,147,247,38
630,41306,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,80,130,110,210,99,766,144,27,156,259,39
773,41306,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,90,60,160,83,613,107,27,101,202,39
815,41306,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,120,100,200,95,809,137,26,147,247,38
708,41306,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,60,100,80,160,77,449,112,21,117,201,33
708,41306,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,60,100,50,160,75,549,114,24,88,201,55
815,41306,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,270,370,260,640,234,1282,311,77,298,581,110
630,41306,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,260,270,180,530,228,1436,229,63,211,487,87
312,41306,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,150,220,140,370,148,844,206,48,171,377,91
773,41306,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,110,150,100,260,104,596,150,33,141,271,55
563,41306,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,200,270,190,470,234,1282,311,77,298,581,110
712,41306,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,80,140,110,220,104,596,150,33,141,271,55
641,41306,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,190,210,140,400,228,1436,229,63,209,487,88
641,41306,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,200,260,150,460,240,1391,294,91,251,569,125
712,41306,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,30,20,50,19,774,28,5,16,50,17
319,41306,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,774,43,0,47,46,11
319,41306,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,10,30,20,40,18,818,27,5,15,48,17
641,41306,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,20,40,20,60,28,961,35,8,9,67,29
641,41306,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,23,620,31,7,18,58,19
573,41306,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,30,60,10,90,43,256,61,39,-12,111,69
573,41306,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,70,10,-20,80,84,625,18,26,-47,109,50
417,41306,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,40,10,70,35,191,47,11,13,87,38
573,41306,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,30,-10,50,30,165,38,11,-10,72,45
573,41306,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,20,40,0,60,33,193,41,12,-6,79,45
314,41306,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,90,70,140,50,814,73,14,71,131,25
636,41306,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,40,80,60,120,42,771,61,11,56,110,23
573,41306,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,90,110,50,200,86,484,107,32,62,206,65
636,41306,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,70,100,60,170,75,956,90,23,68,176,44
419,41306,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,22,452,34,6,25,60,17
513,41306,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,50,50,70,32,817,48,8,42,85,20
614,41306,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,60,110,60,170,80,640,120,26,92,213,58
740,41306,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,70,110,70,180,86,490,120,26,105,220,49
513,41306,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,190,210,140,400,170,1073,170,47,145,362,72
513,41306,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,60,90,40,150,59,331,73,22,27,141,55
330,41306,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,60,80,50,140,60,329,80,19,49,149,47
330,41306,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,50,80,50,130,52,357,76,16,56,136,38
513,41306,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,50,80,20,130,54,427,75,49,-4,137,78
715,41306,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,50,100,80,150,65,372,109,20,98,185,43
920,41306,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,40,60,50,100,47,772,68,13,64,123,25
715,41306,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,40,80,50,120,56,382,81,17,61,146,40
920,41306,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,50,80,10,130,65,513,90,58,4,165,87
262,41306,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,80,100,60,180,70,957,84,21,62,164,42
715,41306,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,70,50,120,48,617,62,15,52,117,27
715,41306,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,50,70,30,120,53,306,65,20,18,126,53
715,41306,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,90,140,40,230,92,541,128,83,22,234,113
262,41306,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,100,60,180,77,423,103,25,74,192,53
970,41334,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,130,150,100,280,162,1059,163,45,140,346,69
303,41334,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,20,110,52,421,73,47,-6,133,77
970,41334,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,70,40,110,57,323,77,18,46,143,46
970,41334,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,70,20,110,58,325,71,22,24,137,55
970,41334,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,50,60,30,110,62,952,73,19,47,144,41
719,41334,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,50,30,80,43,613,55,14,43,104,26
720,41334,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,90,140,110,230,81,441,117,22,125,211,33
970,41334,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,80,130,80,210,72,541,108,23,80,192,54
303,41334,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,90,130,100,220,87,756,126,24,134,227,36
970,41334,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,80,120,90,200,84,603,109,27,102,206,40
303,41334,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,100,140,110,240,95,799,139,26,150,249,38
312,41334,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,70,110,90,180,87,756,126,24,135,227,35
630,41334,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,90,60,160,84,603,109,27,104,206,39
309,41334,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,120,100,200,95,799,139,26,151,249,37
708,41334,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,60,110,80,170,81,441,117,22,125,211,33
815,41334,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,60,90,40,150,72,541,108,23,79,192,55
217,41334,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,280,380,260,660,243,1260,324,80,313,604,113
630,41334,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,270,290,200,560,239,1417,239,66,220,509,91
773,41334,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,160,220,140,380,154,829,213,50,177,391,94
815,41334,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,110,170,120,280,109,585,158,34,151,285,56
563,41334,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,200,290,210,490,243,1260,324,80,315,604,112
641,41334,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,90,140,110,230,109,585,158,34,151,285,56
712,41334,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,200,220,140,420,239,1417,239,66,220,509,91
563,41334,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,210,270,160,480,245,1369,301,93,260,582,126
515,41334,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,10,30,20,40,16,772,25,4,13,44,16
712,41334,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,731,43,0,47,46,11
712,41334,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,10,30,20,40,18,816,27,5,15,48,17
515,41334,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,20,40,20,60,28,958,35,8,9,67,29
319,41334,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,23,617,31,7,18,58,19
417,41334,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,30,60,10,90,44,251,63,40,-9,114,69
816,41334,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,70,20,-10,90,88,715,18,27,-47,113,50
314,41334,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,40,10,70,36,187,49,11,16,91,38
660,41334,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,40,0,60,33,162,42,12,-4,80,45
636,41334,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,20,40,0,60,33,190,42,12,-6,80,46
573,41334,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,90,70,140,49,809,72,13,70,129,25
573,41334,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,50,80,60,130,48,766,70,13,67,126,25
314,41334,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,90,100,40,190,85,476,104,32,58,201,65
314,41334,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,70,100,60,170,74,949,89,22,67,174,44
234,41334,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,21,449,32,5,22,56,17
513,41334,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,40,40,60,32,813,47,8,42,84,19
513,41334,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,70,110,60,180,84,632,126,27,101,224,58
419,41334,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,70,110,70,180,89,481,125,27,110,228,51
614,41334,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,180,200,130,380,162,1059,163,45,140,346,69
330,41334,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,60,90,40,150,58,325,71,22,22,137,56
614,41334,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,60,80,50,140,57,323,77,18,47,143,45
330,41334,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,50,70,40,120,49,351,72,15,52,129,37
440,41334,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,50,80,20,130,52,421,73,47,-6,133,77
920,41334,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,50,90,70,140,62,346,105,19,93,178,42
715,41334,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,40,60,50,100,49,767,72,13,70,129,25
608,41334,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,40,70,40,110,52,376,77,16,56,137,39
262,41334,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,50,80,10,130,63,506,87,57,1,160,86
414,41334,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,80,100,60,180,71,950,84,22,61,165,43
262,41334,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,80,60,130,49,611,63,16,50,119,29
262,41334,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,50,70,30,120,54,301,66,20,19,128,53
715,41334,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,100,130,30,230,95,532,132,86,25,242,115
715,41334,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,110,70,190,80,415,108,26,82,200,53
720,41365,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,130,150,100,280,162,1091,163,45,140,346,69
720,41365,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,20,110,52,433,73,47,-6,133,77
720,41365,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,70,40,110,55,336,74,18,43,137,45
720,41365,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,60,20,100,54,337,67,20,19,129,54
303,41365,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,50,70,40,120,63,965,75,19,50,147,41
303,41365,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,60,40,90,46,608,60,15,47,113,28
719,41365,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,90,140,110,230,81,460,117,22,125,211,33
303,41365,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,70,130,80,200,68,559,102,22,71,181,54
970,41365,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,90,140,110,230,91,777,132,25,142,238,36
970,41365,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,80,100,70,180,78,593,100,25,93,190,37
303,41365,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,100,150,120,250,100,822,145,28,156,261,40
847,41365,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,70,120,100,190,91,777,132,25,141,238,37
708,41365,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,60,90,60,150,78,593,100,25,92,190,38
815,41365,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,130,110,210,100,822,145,28,157,261,39
309,41365,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,60,110,80,170,81,460,117,22,123,211,34
773,41365,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,50,90,40,140,68,559,102,22,73,181,53
309,41365,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,290,400,280,690,252,1316,335,83,326,626,115
815,41365,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,270,290,200,560,239,1464,239,66,221,509,90
630,41365,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,200,270,170,470,191,865,265,63,232,486,109
312,41365,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,130,180,130,310,123,611,178,39,172,321,62
563,41365,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,210,300,210,510,252,1316,335,83,326,626,115
319,41365,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,100,160,120,260,123,611,178,39,171,321,63
712,41365,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,200,220,140,420,239,1464,239,66,220,509,91
563,41365,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,220,280,160,500,260,1423,318,98,276,616,132
515,41365,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,10,40,30,50,17,776,26,4,15,46,16
712,41365,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,688,43,0,47,46,11
515,41365,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,20,10,40,19,820,28,5,16,50,17
319,41365,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,20,40,20,60,28,964,33,8,4,65,30
641,41365,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,21,614,28,6,13,52,19
417,41365,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,30,60,10,90,44,261,63,40,-9,114,69
636,41365,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,70,40,10,110,93,840,40,28,-18,142,52
417,41365,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,40,10,70,37,195,51,12,16,94,40
417,41365,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,30,-10,50,29,169,36,11,-13,69,45
314,41365,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,30,-10,60,35,197,44,13,-3,84,46
314,41365,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,80,60,130,47,821,68,13,64,123,25
573,41365,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,50,80,60,130,45,777,67,12,65,119,23
573,41365,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,80,100,50,180,80,494,98,30,52,190,63
573,41365,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,80,90,50,170,76,965,91,23,70,178,44
234,41365,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,21,454,32,5,24,56,16
330,41365,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,40,40,60,30,820,45,8,39,80,19
937,41365,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,70,120,70,190,88,653,134,29,108,237,61
234,41365,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,90,140,90,230,112,502,155,34,144,285,58
216,41365,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,180,200,130,380,162,1091,163,45,138,346,70
419,41365,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,60,80,30,140,54,337,67,20,19,129,54
567,41365,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,50,80,50,130,55,336,74,18,42,137,46
330,41365,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,40,70,40,110,43,363,64,13,40,114,37
513,41365,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,50,80,20,130,52,433,73,47,-4,133,76
414,41365,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,40,70,50,110,49,342,84,15,68,142,38
262,41365,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,40,60,50,100,49,779,72,13,70,129,25
262,41365,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,70,40,100,46,388,68,14,46,121,37
608,41365,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,50,80,10,130,63,521,87,57,1,160,86
608,41365,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,80,90,50,170,69,965,82,21,58,161,43
920,41365,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,70,50,120,45,605,58,14,47,110,26
715,41365,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,70,20,130,57,313,70,21,24,135,54
608,41365,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,100,130,30,230,95,554,132,86,25,242,115
262,41365,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,120,80,200,83,433,112,27,86,208,54
719,41395,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,140,90,260,149,1156,149,41,115,295,61
970,41395,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,10,110,53,458,75,48,-4,127,73
719,41395,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,60,30,100,52,361,71,17,36,122,42
720,41395,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,60,20,100,53,361,65,20,17,117,49
303,41395,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,60,30,100,56,992,66,17,37,121,36
970,41395,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,50,30,80,43,602,56,14,41,98,24
970,41395,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,90,150,120,240,86,499,124,24,121,208,33
719,41395,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,70,110,60,180,64,593,96,21,61,159,48
720,41395,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,110,150,120,260,104,821,152,29,153,254,38
720,41395,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,80,110,80,190,83,584,107,27,94,188,36
303,41395,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,110,150,120,260,104,871,152,29,155,254,37
773,41395,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,80,140,120,220,104,821,152,29,155,254,37
773,41395,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,90,60,160,83,584,107,27,94,188,36
312,41395,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,140,120,220,104,871,152,29,155,254,37
847,41395,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,70,110,80,180,86,499,124,24,121,208,33
630,41395,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,50,90,50,140,64,593,96,21,61,159,48
773,41395,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,300,420,300,720,263,1433,349,86,317,607,111
773,41395,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,300,310,210,610,260,1559,261,72,228,516,89
618,41395,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,200,280,180,480,195,956,270,64,222,461,101
847,41395,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,130,190,140,320,127,671,185,40,168,309,59
319,41395,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,220,310,220,530,263,1433,349,86,319,607,110
563,41395,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,100,170,130,270,127,671,185,40,168,309,59
319,41395,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,220,230,150,450,260,1559,261,72,228,516,89
515,41395,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,220,290,170,510,265,1538,324,100,262,584,125
515,41395,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,30,20,50,20,784,29,5,17,49,16
563,41395,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,645,43,0,43,43,11
319,41395,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,30,20,50,20,829,29,5,17,49,16
712,41395,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,30,40,20,70,31,976,37,9,10,67,28
515,41395,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,22,611,30,7,15,52,18
314,41395,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,30,60,10,90,43,282,61,39,-11,103,64
636,41395,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,80,30,0,110,98,973,38,30,-21,135,49
417,41395,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,50,20,80,39,212,53,12,19,91,36
417,41395,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,40,0,60,34,182,42,12,-6,75,43
314,41395,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,40,0,70,36,212,45,13,-3,80,44
636,41395,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,70,50,120,44,844,65,12,57,108,22
660,41395,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,40,70,50,110,39,799,58,10,50,96,20
573,41395,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,80,100,50,180,77,529,96,29,46,171,59
660,41395,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,70,80,40,150,68,998,80,21,52,147,39
614,41395,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,20,464,29,5,17,49,16
440,41395,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,40,40,60,29,835,42,8,32,70,18
513,41395,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,80,120,70,200,94,697,141,31,109,233,58
513,41395,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,90,150,100,240,114,555,159,35,139,271,54
216,41395,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,170,180,120,350,149,1156,149,41,116,295,60
216,41395,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,60,70,20,130,53,361,65,20,15,117,50
216,41395,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,50,70,40,120,52,361,71,17,37,122,41
234,41395,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,40,60,30,100,42,384,61,13,33,102,34
234,41395,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,50,80,20,130,53,458,75,48,-3,127,72
608,41395,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,40,70,50,110,48,351,82,14,62,129,34
262,41395,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,40,70,60,110,53,803,77,14,70,129,24
715,41395,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,60,30,90,45,410,65,14,37,109,35
608,41395,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,50,80,10,130,64,551,90,58,3,153,82
608,41395,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,90,110,70,200,78,995,92,24,65,168,42
715,41395,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,70,50,120,48,599,62,15,48,109,25
414,41395,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,70,20,130,58,338,72,22,23,129,51
262,41395,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,90,140,40,230,92,599,129,83,23,219,104
715,41395,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,90,120,80,210,87,472,117,28,86,202,51
